"time","tankA.level_m","tankB.level_m","der(tankA.level_m)","der(tankB.level_m)","q_m3s","valve_open_cmd","zeroFlow.y","valveCommand.openCmd","connectingFlow.level_A_m","connectingFlow.level_B_m","connectingFlow.q_m3s","level_A_m","level_B_m","tankA.qIn_m3s","tankA.qOut_m3s","tankB.qIn_m3s","tankB.qOut_m3s","connectingFlow.openCmd"
32.25,0.4265559701958849,0.373444029804115,-0.002655597019588496,0.002655597019588496,0.001327798509794248,1,0,1,0.4265559701958849,0.373444029804115,0.001327798509794248,0.4265559701958849,0.373444029804115,0,0.001327798509794248,0.001327798509794248,0,1
32.4,0.4261661763198888,0.3738338236801111,-0.002616617631988888,0.002616617631988888,0.001308308815994444,1,0,1,0.4261661763198888,0.3738338236801111,0.001308308815994444,0.4261661763198888,0.3738338236801111,0,0.001308308815994444,0.001308308815994444,0,1
32.55,0.4257821295678851,0.3742178704321148,-0.002578212956788517,0.002578212956788517,0.001289106478394259,1,0,1,0.4257821295678851,0.3742178704321148,0.001289106478394259,0.4257821295678851,0.3742178704321148,0,0.001289106478394259,0.001289106478394259,0,1
32.7,0.4254037275696975,0.3745962724303024,-0.002540372756969755,0.002540372756969755,0.001270186378484878,1,0,1,0.4254037275696975,0.3745962724303024,0.001270186378484878,0.4254037275696975,0.3745962724303024,0,0.001270186378484878,0.001270186378484878,0,1
32.85,0.4250308679551496,0.3749691320448503,-0.002503086795514964,0.002503086795514964,0.001251543397757482,1,0,1,0.4250308679551496,0.3749691320448503,0.001251543397757482,0.4250308679551496,0.3749691320448503,0,0.001251543397757482,0.001251543397757482,0,1
33,0.4246634483540651,0.3753365516459349,-0.002466344835406509,0.002466344835406509,0.001233172417703254,1,0,1,0.4246634483540651,0.3753365516459349,0.001233172417703254,0.4246634483540651,0.3753365516459349,0,0.001233172417703254,0.001233172417703254,0,1
33.15,0.4243013663962676,0.3756986336037323,-0.002430136639626762,0.002430136639626762,0.001215068319813381,1,0,1,0.4243013663962676,0.3756986336037323,0.001215068319813381,0.4243013663962676,0.3756986336037323,0,0.001215068319813381,0.001215068319813381,0,1
33.3,0.4239445197115809,0.376055480288419,-0.002394451971158096,0.002394451971158096,0.001197225985579048,1,0,1,0.4239445197115809,0.376055480288419,0.001197225985579048,0.4239445197115809,0.376055480288419,0,0.001197225985579048,0.001197225985579048,0,1
33.45,0.4235928059298288,0.3764071940701711,-0.002359280592982888,0.002359280592982888,0.001179640296491444,1,0,1,0.4235928059298288,0.3764071940701711,0.001179640296491444,0.4235928059298288,0.3764071940701711,0,0.001179640296491444,0.001179640296491444,0,1
33.6,0.4232461226808349,0.376753877319165,-0.002324612268083493,0.002324612268083493,0.001162306134041746,1,0,1,0.4232461226808349,0.376753877319165,0.001162306134041746,0.4232461226808349,0.376753877319165,0,0.001162306134041746,0.001162306134041746,0,1
33.75,0.4229043675944228,0.3770956324055771,-0.002290436759442283,0.002290436759442283,0.001145218379721141,1,0,1,0.4229043675944228,0.3770956324055771,0.001145218379721141,0.4229043675944228,0.3770956324055771,0,0.001145218379721141,0.001145218379721141,0,1
33.9,0.4225674383004162,0.3774325616995837,-0.002256743830041624,0.002256743830041624,0.001128371915020812,1,0,1,0.4225674383004162,0.3774325616995837,0.001128371915020812,0.4225674383004162,0.3774325616995837,0,0.001128371915020812,0.001128371915020812,0,1
34.05,0.4222352324286389,0.377764767571361,-0.002223523242863895,0.002223523242863895,0.001111761621431948,1,0,1,0.4222352324286389,0.377764767571361,0.001111761621431948,0.4222352324286389,0.377764767571361,0,0.001111761621431948,0.001111761621431948,0,1
34.2,0.4219076476089146,0.3780923523910853,-0.002190764760891467,0.002190764760891467,0.001095382380445734,1,0,1,0.4219076476089146,0.3780923523910853,0.001095382380445734,0.4219076476089146,0.3780923523910853,0,0.001095382380445734,0.001095382380445734,0,1
34.35,0.421584581471067,0.378415418528933,-0.002158458147106701,0.002158458147106701,0.001079229073553351,1,0,1,0.421584581471067,0.378415418528933,0.001079229073553351,0.421584581471067,0.378415418528933,0,0.001079229073553351,0.001079229073553351,0,1
34.5,0.4212659316449196,0.3787340683550803,-0.002126593164491963,0.002126593164491963,0.001063296582245982,1,0,1,0.4212659316449196,0.3787340683550803,0.001063296582245982,0.4212659316449196,0.3787340683550803,0,0.001063296582245982,0.001063296582245982,0,1
34.65,0.4209515957602963,0.3790484042397037,-0.002095159576029632,0.002095159576029632,0.001047579788014816,1,0,1,0.4209515957602963,0.3790484042397037,0.001047579788014816,0.4209515957602963,0.3790484042397037,0,0.001047579788014816,0.001047579788014816,0,1
34.8,0.4206414714470207,0.3793585285529792,-0.002064147144702078,0.002064147144702078,0.001032073572351039,1,0,1,0.4206414714470207,0.3793585285529792,0.001032073572351039,0.4206414714470207,0.3793585285529792,0,0.001032073572351039,0.001032073572351039,0,1
34.95,0.4203354563349166,0.3796645436650833,-0.002033545633491663,0.002033545633491663,0.001016772816745831,1,0,1,0.4203354563349166,0.3796645436650833,0.001016772816745831,0.4203354563349166,0.3796645436650833,0,0.001016772816745831,0.001016772816745831,0,1
35.1,0.4200334480538075,0.3799665519461924,-0.002003344805380752,0.002003344805380752,0.001001672402690376,1,0,1,0.4200334480538075,0.3799665519461924,0.001001672402690376,0.4200334480538075,0.3799665519461924,0,0.001001672402690376,0.001001672402690376,0,1
35.25,0.4197360129306433,0.3802639870693566,-0.001973601293064336,0.001973601293064336,0.0009868006465321682,1,0,1,0.4197360129306433,0.3802639870693566,0.0009868006465321682,0.4197360129306433,0.3802639870693566,0,0.0009868006465321682,0.0009868006465321682,0,1
35.4,0.4194447426767716,0.3805552573232283,-0.001944474267677165,0.001944474267677165,0.0009722371338385827,1,0,1,0.4194447426767716,0.3805552573232283,0.0009722371338385827,0.4194447426767716,0.3805552573232283,0,0.0009722371338385827,0.0009722371338385827,0,1
35.55,0.4191576835346064,0.3808423164653936,-0.00191576835346064,0.00191576835346064,0.0009578841767303198,1,0,1,0.4191576835346064,0.3808423164653936,0.0009578841767303198,0.4191576835346064,0.3808423164653936,0,0.0009578841767303198,0.0009578841767303198,0,1
35.7,0.418874771290986,0.3811252287090139,-0.001887477129098608,0.001887477129098608,0.0009437385645493041,1,0,1,0.418874771290986,0.3811252287090139,0.0009437385645493041,0.418874771290986,0.3811252287090139,0,0.0009437385645493041,0.0009437385645493041,0,1
35.85,0.4185959428773655,0.3814040571226344,-0.001859594287736555,0.001859594287736555,0.0009297971438682773,1,0,1,0.4185959428773655,0.3814040571226344,0.0009297971438682773,0.4185959428773655,0.3814040571226344,0,0.0009297971438682773,0.0009297971438682773,0,1
36,0.4183211363698157,0.3816788636301843,-0.00183211363698157,0.00183211363698157,0.0009160568184907848,1,0,1,0.4183211363698157,0.3816788636301843,0.0009160568184907848,0.4183211363698157,0.3816788636301843,0,0.0009160568184907848,0.0009160568184907848,0,1
36.15,0.418050290989024,0.381949709010976,-0.0018050290989024,0.0018050290989024,0.0009025145494511999,1,0,1,0.418050290989024,0.381949709010976,0.0009025145494511999,0.418050290989024,0.381949709010976,0,0.0009025145494511999,0.0009025145494511999,0,1
36.3,0.4177833471002939,0.382216652899706,-0.001778334710029395,0.001778334710029395,0.0008891673550146973,1,0,1,0.4177833471002939,0.382216652899706,0.0008891673550146973,0.4177833471002939,0.382216652899706,0,0.0008891673550146973,0.0008891673550146973,0,1
36.45,0.4175202462135453,0.3824797537864546,-0.001752024621354537,0.001752024621354537,0.0008760123106772683,1,0,1,0.4175202462135453,0.3824797537864546,0.0008760123106772683,0.4175202462135453,0.3824797537864546,0,0.0008760123106772683,0.0008760123106772683,0,1
36.6,0.4172609309833143,0.3827390690166856,-0.001726093098331438,0.001726093098331438,0.0008630465491657191,1,0,1,0.4172609309833143,0.3827390690166856,0.0008630465491657191,0.4172609309833143,0.3827390690166856,0,0.0008630465491657191,0.0008630465491657191,0,1
36.75,0.4170053452087536,0.3829946547912463,-0.001700534520875363,0.001700534520875363,0.0008502672604376815,1,0,1,0.4170053452087536,0.3829946547912463,0.0008502672604376815,0.4170053452087536,0.3829946547912463,0,0.0008502672604376815,0.0008502672604376815,0,1
36.9,0.4167534338336315,0.3832465661663684,-0.001675343383363154,0.001675343383363154,0.0008376716916815769,1,0,1,0.4167534338336315,0.3832465661663684,0.0008376716916815769,0.4167534338336315,0.3832465661663684,0,0.0008376716916815769,0.0008376716916815769,0,1
37.05,0.4165051429463331,0.3834948570536668,-0.001650514294633315,0.001650514294633315,0.0008252571473166576,1,0,1,0.4165051429463331,0.3834948570536668,0.0008252571473166576,0.4165051429463331,0.3834948570536668,0,0.0008252571473166576,0.0008252571473166576,0,1
37.2,0.4162604197798597,0.3837395802201402,-0.001626041977985976,0.001626041977985976,0.000813020988992988,1,0,1,0.4162604197798597,0.3837395802201402,0.000813020988992988,0.4162604197798597,0.3837395802201402,0,0.000813020988992988,0.000813020988992988,0,1
37.35,0.4160192127118288,0.3839807872881711,-0.001601921271182882,0.001601921271182882,0.0008009606355914412,1,0,1,0.4160192127118288,0.3839807872881711,0.0008009606355914412,0.4160192127118288,0.3839807872881711,0,0.0008009606355914412,0.0008009606355914412,0,1
37.5,0.415781471264474,0.3842185287355259,-0.001578147126447405,0.001578147126447405,0.0007890735632237023,1,0,1,0.415781471264474,0.3842185287355259,0.0007890735632237023,0.415781471264474,0.3842185287355259,0,0.0007890735632237023,0.0007890735632237023,0,1
37.65,0.4155471461046456,0.3844528538953543,-0.001554714610464564,0.001554714610464564,0.0007773573052322819,1,0,1,0.4155471461046456,0.3844528538953543,0.0007773573052322819,0.4155471461046456,0.3844528538953543,0,0.0007773573052322819,0.0007773573052322819,0,1
37.8,0.4153161890438098,0.3846838109561901,-0.001531618904380988,0.001531618904380988,0.000765809452190494,1,0,1,0.4153161890438098,0.3846838109561901,0.000765809452190494,0.4153161890438098,0.3846838109561901,0,0.000765809452190494,0.000765809452190494,0,1
37.95,0.4150885530380493,0.3849114469619506,-0.001508855303804935,0.001508855303804935,0.0007544276519024673,1,0,1,0.4150885530380493,0.3849114469619506,0.0007544276519024673,0.4150885530380493,0.3849114469619506,0,0.0007544276519024673,0.0007544276519024673,0,1
38.1,0.4148641921880629,0.385135807811937,-0.001486419218806295,0.001486419218806295,0.0007432096094031476,1,0,1,0.4148641921880629,0.385135807811937,0.0007432096094031476,0.4148641921880629,0.385135807811937,0,0.0007432096094031476,0.0007432096094031476,0,1
38.25,0.4146430617391657,0.3853569382608342,-0.001464306173916574,0.001464306173916574,0.0007321530869582871,1,0,1,0.4146430617391657,0.3853569382608342,0.0007321530869582871,0.4146430617391657,0.3853569382608342,0,0.0007321530869582871,0.0007321530869582871,0,1
38.4,0.4144251187746111,0.3855748812253888,-0.001442511877461117,0.001442511877461117,0.0007212559387305584,1,0,1,0.4144251187746111,0.3855748812253888,0.0007212559387305584,0.4144251187746111,0.3855748812253888,0,0.0007212559387305584,0.0007212559387305584,0,1
38.55,0.4142103236036813,0.3857896763963186,-0.001421032360368135,0.001421032360368135,0.0007105161801840677,1,0,1,0.4142103236036813,0.3857896763963186,0.0007105161801840677,0.4142103236036813,0.3857896763963186,0,0.0007105161801840677,0.0007105161801840677,0,1
38.7,0.4139986321433064,0.3860013678566935,-0.001399863214330643,0.001399863214330643,0.0006999316071653217,1,0,1,0.4139986321433064,0.3860013678566935,0.0006999316071653217,0.4139986321433064,0.3860013678566935,0,0.0006999316071653217,0.0006999316071653217,0,1
38.85,0.4137900042700707,0.3862099957299293,-0.001379000427007071,0.001379000427007071,0.0006895002135035356,1,0,1,0.4137900042700707,0.3862099957299293,0.0006895002135035356,0.4137900042700707,0.3862099957299293,0,0.0006895002135035356,0.0006895002135035356,0,1
39,0.4135844010067616,0.3864155989932384,-0.001358440100676162,0.001358440100676162,0.0006792200503380808,1,0,1,0.4135844010067616,0.3864155989932384,0.0006792200503380808,0.4135844010067616,0.3864155989932384,0,0.0006792200503380808,0.0006792200503380808,0,1
39.15,0.4133817845223697,0.3866182154776302,-0.001338178452236977,0.001338178452236977,0.0006690892261184884,1,0,1,0.4133817845223697,0.3866182154776302,0.0006690892261184884,0.4133817845223697,0.3866182154776302,0,0.0006690892261184884,0.0006690892261184884,0,1
39.3,0.4131821181320887,0.3868178818679113,-0.00131821181320887,0.00131821181320887,0.0006591059066044348,1,0,1,0.4131821181320887,0.3868178818679113,0.0006591059066044348,0.4131821181320887,0.3868178818679113,0,0.0006591059066044348,0.0006591059066044348,0,1
39.45,0.4129853662973155,0.3870146337026845,-0.00129853662973155,0.00129853662973155,0.0006492683148657752,1,0,1,0.4129853662973155,0.3870146337026845,0.0006492683148657752,0.4129853662973155,0.3870146337026845,0,0.0006492683148657752,0.0006492683148657752,0,1
39.6,0.4127914946256501,0.3872085053743498,-0.001279149462565016,0.001279149462565016,0.0006395747312825079,1,0,1,0.4127914946256501,0.3872085053743498,0.0006395747312825079,0.4127914946256501,0.3872085053743498,0,0.0006395747312825079,0.0006395747312825079,0,1
39.75,0.4126004698708957,0.3873995301291043,-0.001260046987089569,0.001260046987089569,0.0006300234935447846,1,0,1,0.4126004698708957,0.3873995301291043,0.0006300234935447846,0.4126004698708957,0.3873995301291043,0,0.0006300234935447846,0.0006300234935447846,0,1
39.9,0.4124122599330586,0.3875877400669414,-0.001241225993305861,0.001241225993305861,0.0006206129966529306,1,0,1,0.4124122599330586,0.3875877400669414,0.0006206129966529306,0.4124122599330586,0.3875877400669414,0,0.0006206129966529306,0.0006206129966529306,0,1
40.05,0.4122268338583484,0.3877731661416516,-0.001222683385834838,0.001222683385834838,0.0006113416929174192,1,0,1,0.4122268338583484,0.3877731661416516,0.0006113416929174192,0.4122268338583484,0.3877731661416516,0,0.0006113416929174192,0.0006113416929174192,0,1
40.2,0.4120441618391777,0.3879558381608222,-0.001204416183917773,0.001204416183917773,0.0006022080919588863,1,0,1,0.4120441618391777,0.3879558381608222,0.0006022080919588863,0.4120441618391777,0.3879558381608222,0,0.0006022080919588863,0.0006022080919588863,0,1
40.35,0.4118642152141623,0.3881357847858377,-0.001186421521416231,0.001186421521416231,0.0005932107607081156,1,0,1,0.4118642152141623,0.3881357847858377,0.0005932107607081156,0.4118642152141623,0.3881357847858377,0,0.0005932107607081156,0.0005932107607081156,0,1
40.5,0.4116869664681212,0.3883130335318787,-0.001168696646812123,0.001168696646812123,0.0005843483234060615,1,0,1,0.4116869664681212,0.3883130335318787,0.0005843483234060615,0.4116869664681212,0.3883130335318787,0,0.0005843483234060615,0.0005843483234060615,0,1
40.65,0.4115123892320766,0.3884876107679233,-0.001151238923207665,0.001151238923207665,0.0005756194616038324,1,0,1,0.4115123892320766,0.3884876107679233,0.0005756194616038324,0.4115123892320766,0.3884876107679233,0,0.0005756194616038324,0.0005756194616038324,0,1
40.8,0.4113404582832537,0.3886595417167462,-0.001134045828325375,0.001134045828325375,0.0005670229141626876,1,0,1,0.4113404582832537,0.3886595417167462,0.0005670229141626876,0.4113404582832537,0.3886595417167462,0,0.0005670229141626876,0.0005670229141626876,0,1
40.95,0.411171149545081,0.3888288504549189,-0.001117114954508103,0.001117114954508103,0.0005585574772540514,1,0,1,0.411171149545081,0.3888288504549189,0.0005585574772540514,0.411171149545081,0.3888288504549189,0,0.0005585574772540514,0.0005585574772540514,0,1
41.1,0.4110044400871901,0.3889955599128099,-0.001100444008719009,0.001100444008719009,0.0005502220043595047,1,0,1,0.4110044400871901,0.3889955599128099,0.0005502220043595047,0.4110044400871901,0.3889955599128099,0,0.0005502220043595047,0.0005502220043595047,0,1
41.25,0.4108403081254157,0.3891596918745842,-0.001084030812541575,0.001084030812541575,0.0005420154062707877,1,0,1,0.4108403081254157,0.3891596918745842,0.0005420154062707877,0.4108403081254157,0.3891596918745842,0,0.0005420154062707877,0.0005420154062707877,0,1
41.4,0.4106787330217958,0.3893212669782041,-0.001067873302179584,0.001067873302179584,0.0005339366510897919,1,0,1,0.4106787330217958,0.3893212669782041,0.0005339366510897919,0.4106787330217958,0.3893212669782041,0,0.0005339366510897919,0.0005339366510897919,0,1
41.55,0.4105195247034841,0.3894804752965159,-0.001051952470348411,0.001051952470348411,0.0005259762351742054,1,0,1,0.4105195247034841,0.3894804752965159,0.0005259762351742054,0.4105195247034841,0.3894804752965159,0,0.0005259762351742054,0.0005259762351742054,0,1
41.7,0.4103614846949806,0.3896385153050193,-0.001036148469498066,0.001036148469498066,0.000518074234749033,1,0,1,0.4103614846949806,0.3896385153050193,0.000518074234749033,0.4103614846949806,0.3896385153050193,0,0.000518074234749033,0.000518074234749033,0,1
41.85,0.4102056870612698,0.3897943129387301,-0.001020568706126984,0.001020568706126984,0.0005102843530634921,1,0,1,0.4102056870612698,0.3897943129387301,0.0005102843530634921,0.4102056870612698,0.3897943129387301,0,0.0005102843530634921,0.0005102843530634921,0,1
42,0.4100520962878474,0.3899479037121525,-0.001005209628784742,0.001005209628784742,0.0005026048143923712,1,0,1,0.4100520962878474,0.3899479037121525,0.0005026048143923712,0.4100520962878474,0.3899479037121525,0,0.0005026048143923712,0.0005026048143923712,0,1
42.15,0.4099006774204833,0.3900993225795167,-0.0009900677420483285,0.0009900677420483285,0.0004950338710241642,1,0,1,0.4099006774204833,0.3900993225795167,0.0004950338710241642,0.4099006774204833,0.3900993225795167,0,0.0004950338710241642,0.0004950338710241642,0,1
42.3,0.4097513960652208,0.3902486039347791,-0.0009751396065220852,0.0009751396065220852,0.0004875698032610426,1,0,1,0.4097513960652208,0.3902486039347791,0.0004875698032610426,0.4097513960652208,0.3902486039347791,0,0.0004875698032610426,0.0004875698032610426,0,1
42.45,0.4096042183883775,0.3903957816116224,-0.000960421838837755,0.000960421838837755,0.0004802109194188775,1,0,1,0.4096042183883775,0.3903957816116224,0.0004802109194188775,0.4096042183883775,0.3903957816116224,0,0.0004802109194188775,0.0004802109194188775,0,1
42.6,0.4094591111165444,0.3905408888834556,-0.0009459111116544406,0.0009459111116544406,0.0004729555558272203,1,0,1,0.4094591111165444,0.3905408888834556,0.0004729555558272203,0.4094591111165444,0.3905408888834556,0,0.0004729555558272203,0.0004729555558272203,0,1
42.75,0.4093160415365865,0.3906839584634135,-0.0009316041536586495,0.0009316041536586495,0.0004658020768293248,1,0,1,0.4093160415365865,0.3906839584634135,0.0004658020768293248,0.4093160415365865,0.3906839584634135,0,0.0004658020768293248,0.0004658020768293248,0,1
42.9,0.4091749774956424,0.3908250225043576,-0.000917497749564239,0.000917497749564239,0.0004587488747821195,1,0,1,0.4091749774956424,0.3908250225043576,0.0004587488747821195,0.4091749774956424,0.3908250225043576,0,0.0004587488747821195,0.0004587488747821195,0,1
43.05,0.4090358874011247,0.3909641125988753,-0.000903588740112471,0.000903588740112471,0.0004517943700562355,1,0,1,0.4090358874011247,0.3909641125988753,0.0004517943700562355,0.4090358874011247,0.3909641125988753,0,0.0004517943700562355,0.0004517943700562355,0,1
43.2,0.4088987402207198,0.3911012597792802,-0.0008898740220719793,0.0008898740220719793,0.0004449370110359896,1,0,1,0.4088987402207198,0.3911012597792802,0.0004449370110359896,0.4088987402207198,0.3911012597792802,0,0.0004449370110359896,0.0004449370110359896,0,1
43.35,0.4087635054823877,0.3912364945176122,-0.0008763505482387746,0.0008763505482387746,0.0004381752741193873,1,0,1,0.4087635054823877,0.3912364945176122,0.0004381752741193873,0.4087635054823877,0.3912364945176122,0,0.0004381752741193873,0.0004381752741193873,0,1
43.5,0.4086301532743625,0.3913698467256375,-0.0008630153274362507,0.0008630153274362507,0.0004315076637181254,1,0,1,0.4086301532743625,0.3913698467256375,0.0004315076637181254,0.4086301532743625,0.3913698467256375,0,0.0004315076637181254,0.0004315076637181254,0,1
43.65,0.4084986542451519,0.3915013457548481,-0.0008498654245151894,0.0008498654245151894,0.0004249327122575947,1,0,1,0.4084986542451519,0.3915013457548481,0.0004249327122575947,0.4084986542451519,0.3915013457548481,0,0.0004249327122575947,0.0004249327122575947,0,1
43.8,0.4083689796035372,0.3916310203964627,-0.0008368979603537275,0.0008368979603537275,0.0004184489801768637,1,0,1,0.4083689796035372,0.3916310203964627,0.0004184489801768637,0.4083689796035372,0.3916310203964627,0,0.0004184489801768637,0.0004184489801768637,0,1
43.95,0.4082411011185741,0.3917588988814258,-0.0008241101118574179,0.0008241101118574179,0.000412055055928709,1,0,1,0.4082411011185741,0.3917588988814258,0.000412055055928709,0.4082411011185741,0.3917588988814258,0,0.000412055055928709,0.000412055055928709,0,1
44.1,0.4081149911195915,0.3918850088804083,-0.0008114991119591603,0.0008114991119591603,0.0004057495559795801,1,0,1,0.4081149911195915,0.3918850088804083,0.0004057495559795801,0.4081149911195915,0.3918850088804083,0,0.0004057495559795801,0.0004057495559795801,0,1
44.25,0.4079906224961926,0.3920093775038073,-0.0007990622496192646,0.0007990622496192646,0.0003995311248096323,1,0,1,0.4079906224961926,0.3920093775038073,0.0003995311248096323,0.4079906224961926,0.3920093775038073,0,0.0003995311248096323,0.0003995311248096323,0,1
44.4,0.4078679686982539,0.3921320313017461,-0.0007867968698253903,0.0007867968698253903,0.0003933984349126951,1,0,1,0.4078679686982539,0.3921320313017461,0.0003933984349126951,0.4078679686982539,0.3921320313017461,0,0.0003933984349126951,0.0003933984349126951,0,1
44.55,0.407747003735926,0.3922529962640739,-0.0007747003735926018,0.0007747003735926018,0.0003873501867963009,1,0,1,0.407747003735926,0.3922529962640739,0.0003873501867963009,0.407747003735926,0.3922529962640739,0,0.0003873501867963009,0.0003873501867963009,0,1
44.7,0.4076277021796332,0.3923722978203667,-0.0007627702179633267,0.0007627702179633267,0.0003813851089816634,1,0,1,0.4076277021796332,0.3923722978203667,0.0003813851089816634,0.4076277021796332,0.3923722978203667,0,0.0003813851089816634,0.0003813851089816634,0,1
44.85,0.4075100391600738,0.3924899608399261,-0.0007510039160073868,0.0007510039160073868,0.0003755019580036934,1,0,1,0.4075100391600738,0.3924899608399261,0.0003755019580036934,0.4075100391600738,0.3924899608399261,0,0.0003755019580036934,0.0003755019580036934,0,1
45,0.4073939903682197,0.3926060096317803,-0.0007393990368219695,0.0007393990368219695,0.0003696995184109847,1,0,1,0.4073939903682197,0.3926060096317803,0.0003696995184109847,0.4073939903682197,0.3926060096317803,0,0.0003696995184109847,0.0003696995184109847,0,1
45.15,0.4072795320553166,0.3927204679446833,-0.0007279532055316618,0.0007279532055316618,0.0003639766027658309,1,0,1,0.4072795320553166,0.3927204679446833,0.0003639766027658309,0.4072795320553166,0.3927204679446833,0,0.0003639766027658309,0.0003639766027658309,0,1
45.3,0.4071666410328841,0.3928333589671159,-0.0007166641032884113,0.0007166641032884113,0.0003583320516442057,1,0,1,0.4071666410328841,0.3928333589671159,0.0003583320516442057,0.4071666410328841,0.3928333589671159,0,0.0003583320516442057,0.0003583320516442057,0,1
45.45,0.4070552946727155,0.3929447053272845,-0.0007055294672715485,0.0007055294672715485,0.0003527647336357742,1,0,1,0.4070552946727155,0.3929447053272845,0.0003527647336357742,0.4070552946727155,0.3929447053272845,0,0.0003527647336357742,0.0003527647336357742,0,1
45.6,0.4069454709068779,0.3930545290931221,-0.0006945470906877916,0.0006945470906877916,0.0003472735453438958,1,0,1,0.4069454709068779,0.3930545290931221,0.0003472735453438958,0.4069454709068779,0.3930545290931221,0,0.0003472735453438958,0.0003472735453438958,0,1
45.75,0.4068371482277124,0.3931628517722875,-0.000683714822771242,0.000683714822771242,0.000341857411385621,1,0,1,0.4068371482277124,0.3931628517722875,0.000341857411385621,0.4068371482277124,0.3931628517722875,0,0.000341857411385621,0.000341857411385621,0,1
45.9,0.4067303056878337,0.3932696943121662,-0.0006730305687833726,0.0006730305687833726,0.0003365152843916863,1,0,1,0.4067303056878337,0.3932696943121662,0.0003365152843916863,0.4067303056878337,0.3932696943121662,0,0.0003365152843916863,0.0003365152843916863,0,1
46.05,0.4066249229001304,0.3933750770998695,-0.0006624922900130448,0.0006624922900130448,0.0003312461450065224,1,0,1,0.4066249229001304,0.3933750770998695,0.0003312461450065224,0.4066249229001304,0.3933750770998695,0,0.0003312461450065224,0.0003312461450065224,0,1
46.2,0.4065209800377648,0.3934790199622351,-0.0006520980037764857,0.0006520980037764857,0.0003260490018882428,1,0,1,0.4065209800377648,0.3934790199622351,0.0003260490018882428,0.4065209800377648,0.3934790199622351,0,0.0003260490018882428,0.0003260490018882428,0,1
46.35,0.4064184578341731,0.3935815421658268,-0.0006418457834173136,0.0006418457834173136,0.0003209228917086568,1,0,1,0.4064184578341731,0.3935815421658268,0.0003209228917086568,0.4064184578341731,0.3935815421658268,0,0.0003209228917086568,0.0003209228917086568,0,1
46.5,0.4063173375830653,0.3936826624169347,-0.0006317337583065298,0.0006317337583065298,0.0003158668791532649,1,0,1,0.4063173375830653,0.3936826624169347,0.0003158668791532649,0.4063173375830653,0.3936826624169347,0,0.0003158668791532649,0.0003158668791532649,0,1
46.65,0.406217601138425,0.393782398861575,-0.0006217601138425011,0.0006217601138425011,0.0003108800569212506,1,0,1,0.406217601138425,0.393782398861575,0.0003108800569212506,0.406217601138425,0.393782398861575,0,0.0003108800569212506,0.0003108800569212506,0,1
46.8,0.40611923091451,0.39388076908549,-0.0006119230914509999,0.0006119230914509999,0.0003059615457254999,1,0,1,0.40611923091451,0.39388076908549,0.0003059615457254999,0.40611923091451,0.39388076908549,0,0.0003059615457254999,0.0003059615457254999,0,1
46.95,0.4060222098858514,0.3939777901141486,-0.0006022209885851393,0.0006022209885851393,0.0003011104942925697,1,0,1,0.4060222098858514,0.3939777901141486,0.0003011104942925697,0.4060222098858514,0.3939777901141486,0,0.0003011104942925697,0.0003011104942925697,0,1
47.1,0.4059265215872546,0.3940734784127453,-0.0005926521587254652,0.0005926521587254652,0.0002963260793627326,1,0,1,0.4059265215872546,0.3940734784127453,0.0002963260793627326,0.4059265215872546,0.3940734784127453,0,0.0002963260793627326,0.0002963260793627326,0,1
47.25,0.4058321501137985,0.3941678498862015,-0.0005832150113798507,0.0005832150113798507,0.0002916075056899254,1,0,1,0.4058321501137985,0.3941678498862015,0.0002916075056899254,0.4058321501137985,0.3941678498862015,0,0.0002916075056899254,0.0002916075056899254,0,1
47.4,0.4057390801208358,0.3942609198791641,-0.0005739080120835849,0.0005739080120835849,0.0002869540060417925,1,0,1,0.4057390801208358,0.3942609198791641,0.0002869540060417925,0.4057390801208358,0.3942609198791641,0,0.0002869540060417925,0.0002869540060417925,0,1
47.55,0.4056472968239931,0.3943527031760068,-0.0005647296823993175,0.0005647296823993175,0.0002823648411996588,1,0,1,0.4056472968239931,0.3943527031760068,0.0002823648411996588,0.4056472968239931,0.3943527031760068,0,0.0002823648411996588,0.0002823648411996588,0,1
47.7,0.4055567859991709,0.394443214000829,-0.0005556785999170976,0.0005556785999170976,0.0002778392999585488,1,0,1,0.4055567859991709,0.394443214000829,0.0002778392999585488,0.4055567859991709,0.394443214000829,0,0.0002778392999585488,0.0002778392999585488,0,1
47.85,0.4054675406584909,0.394532459341509,-0.0005467540658490921,0.0005467540658490921,0.0002733770329245461,1,0,1,0.4054675406584909,0.394532459341509,0.0002733770329245461,0.4054675406584909,0.394532459341509,0,0.0002733770329245461,0.0002733770329245461,0,1
48,0.4053834114235899,0.39461658857641,-0.0005383411423589946,0.0005383411423589946,0.0002691705711794973,1,0,1,0.4053834114235899,0.39461658857641,0.0002691705711794973,0.4053834114235899,0.39461658857641,0,0.0002691705711794973,0.0002691705711794973,0,1
48.15,0.4053006844747719,0.3946993155252281,-0.0005300684474771888,0.0005300684474771888,0.0002650342237385944,1,0,1,0.4053006844747719,0.3946993155252281,0.0002650342237385944,0.4053006844747719,0.3946993155252281,0,0.0002650342237385944,0.0002650342237385944,0,1
