"time","plant.h1","plant.h2","der(plant.h1)","der(plant.h2)","controller.activeWaitDuration","controller.waitElapsed","controller_state_id","shutSchedule.combiTimeTable.y[1]","startSchedule.combiTimeTable.y[1]","stopSchedule.combiTimeTable.y[1]","time_s","u1Real.y","u2Real.y","u3Real.y","valve1_open_cmd","valve2_open_cmd","valve3_open_cmd","wait_remaining_s","controller.storedWaitRemaining","controller.tEnter","controller.mode","controller.resumeMode","controller.shutButton","controller.shutPulse","controller.startButton","controller.startPulse","controller.stopButton","controller.stopPulse","controller.valve1","controller.valve2","controller.valve3","controller.controller_state_id","controller.level1","controller.level2","controller.wait_remaining_s","plant.tank1_level_m","plant.tank2_level_m","plant.u1","plant.u2","plant.u3","shutSchedule.realToBoolean.u","startSchedule.realToBoolean.u","stopSchedule.realToBoolean.u","tank1_level_m","tank2_level_m","valve1CmdReal.y","valve2CmdReal.y","valve3CmdReal.y","shutSchedule.realToBoolean.y","shutSchedule.y","startSchedule.realToBoolean.y","startSchedule.y","stopSchedule.realToBoolean.y","stopSchedule.y","u1Real.u","u2Real.u","u3Real.u","valve1CmdReal.u","valve2CmdReal.u","valve3CmdReal.u"
521.1,0.04999999989499046,0.4460714292604327,0,-0.003571428571428572,0,69.09999987548542,5,0,0,0,521.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4460714292604327,0,0.04999999989499046,0.4460714292604327,0,0,1,0,0,0,0.04999999989499046,0.4460714292604327,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
522,0.04999999989499046,0.442857143546147,0,-0.003571428571428572,0,69.9999998754854,5,0,0,0,522,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.442857143546147,0,0.04999999989499046,0.442857143546147,0,0,1,0,0,0,0.04999999989499046,0.442857143546147,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
522.9,0.04999999989499046,0.4396428578318614,0,-0.003571428571428572,0,70.89999987548538,5,0,0,0,522.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4396428578318614,0,0.04999999989499046,0.4396428578318614,0,0,1,0,0,0,0.04999999989499046,0.4396428578318614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
523.8,0.04999999989499046,0.4364285721175758,0,-0.003571428571428572,0,71.79999987548536,5,0,0,0,523.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4364285721175758,0,0.04999999989499046,0.4364285721175758,0,0,1,0,0,0,0.04999999989499046,0.4364285721175758,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
524.7,0.04999999989499046,0.4332142864032897,0,-0.003571428571428572,0,72.69999987548545,5,0,0,0,524.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4332142864032897,0,0.04999999989499046,0.4332142864032897,0,0,1,0,0,0,0.04999999989499046,0.4332142864032897,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
525.6,0.04999999989499046,0.4300000006890041,0,-0.003571428571428572,0,73.59999987548542,5,0,0,0,525.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4300000006890041,0,0.04999999989499046,0.4300000006890041,0,0,1,0,0,0,0.04999999989499046,0.4300000006890041,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
526.5,0.04999999989499046,0.4267857149747185,0,-0.003571428571428572,0,74.4999998754854,5,0,0,0,526.5,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4267857149747185,0,0.04999999989499046,0.4267857149747185,0,0,1,0,0,0,0.04999999989499046,0.4267857149747185,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
527.4,0.04999999989499046,0.4235714292604328,0,-0.003571428571428572,0,75.39999987548538,5,0,0,0,527.4,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4235714292604328,0,0.04999999989499046,0.4235714292604328,0,0,1,0,0,0,0.04999999989499046,0.4235714292604328,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
528.3,0.04999999989499046,0.4203571435461472,0,-0.003571428571428572,0,76.29999987548536,5,0,0,0,528.3,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4203571435461472,0,0.04999999989499046,0.4203571435461472,0,0,1,0,0,0,0.04999999989499046,0.4203571435461472,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
529.2,0.04999999989499046,0.4171428578318612,0,-0.003571428571428572,0,77.19999987548545,5,0,0,0,529.2,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4171428578318612,0,0.04999999989499046,0.4171428578318612,0,0,1,0,0,0,0.04999999989499046,0.4171428578318612,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
530.1,0.04999999989499046,0.4139285721175756,0,-0.003571428571428572,0,78.09999987548542,5,0,0,0,530.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4139285721175756,0,0.04999999989499046,0.4139285721175756,0,0,1,0,0,0,0.04999999989499046,0.4139285721175756,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
531,0.04999999989499046,0.4107142864032899,0,-0.003571428571428572,0,78.9999998754854,5,0,0,0,531,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4107142864032899,0,0.04999999989499046,0.4107142864032899,0,0,1,0,0,0,0.04999999989499046,0.4107142864032899,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
531.9,0.04999999989499046,0.4075000006890043,0,-0.003571428571428572,0,79.89999987548538,5,0,0,0,531.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4075000006890043,0,0.04999999989499046,0.4075000006890043,0,0,1,0,0,0,0.04999999989499046,0.4075000006890043,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
532.8,0.04999999989499046,0.4042857149747187,0,-0.003571428571428572,0,80.79999987548536,5,0,0,0,532.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4042857149747187,0,0.04999999989499046,0.4042857149747187,0,0,1,0,0,0,0.04999999989499046,0.4042857149747187,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
533.7,0.04999999989499046,0.4010714292604326,0,-0.003571428571428572,0,81.69999987548545,5,0,0,0,533.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.4010714292604326,0,0.04999999989499046,0.4010714292604326,0,0,1,0,0,0,0.04999999989499046,0.4010714292604326,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
534.6,0.04999999989499046,0.397857143546147,0,-0.003571428571428572,0,82.59999987548542,5,0,0,0,534.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.397857143546147,0,0.04999999989499046,0.397857143546147,0,0,1,0,0,0,0.04999999989499046,0.397857143546147,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
535.5,0.04999999989499046,0.3946428578318613,0,-0.003571428571428572,0,83.4999998754854,5,0,0,0,535.5,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3946428578318613,0,0.04999999989499046,0.3946428578318613,0,0,1,0,0,0,0.04999999989499046,0.3946428578318613,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
536.4,0.04999999989499046,0.3914285721175757,0,-0.003571428571428572,0,84.39999987548538,5,0,0,0,536.4,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3914285721175757,0,0.04999999989499046,0.3914285721175757,0,0,1,0,0,0,0.04999999989499046,0.3914285721175757,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
537.3,0.04999999989499046,0.3882142864032901,0,-0.003571428571428572,0,85.29999987548536,5,0,0,0,537.3,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3882142864032901,0,0.04999999989499046,0.3882142864032901,0,0,1,0,0,0,0.04999999989499046,0.3882142864032901,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
538.2,0.04999999989499046,0.385000000689004,0,-0.003571428571428572,0,86.19999987548545,5,0,0,0,538.2,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.385000000689004,0,0.04999999989499046,0.385000000689004,0,0,1,0,0,0,0.04999999989499046,0.385000000689004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
539.1,0.04999999989499046,0.3817857149747184,0,-0.003571428571428572,0,87.09999987548542,5,0,0,0,539.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3817857149747184,0,0.04999999989499046,0.3817857149747184,0,0,1,0,0,0,0.04999999989499046,0.3817857149747184,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
540,0.04999999989499046,0.3785714292604329,0,-0.003571428571428572,0,87.9999998754854,5,0,0,0,540,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3785714292604329,0,0.04999999989499046,0.3785714292604329,0,0,1,0,0,0,0.04999999989499046,0.3785714292604329,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
540.9,0.04999999989499046,0.3753571435461472,0,-0.003571428571428572,0,88.89999987548538,5,0,0,0,540.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3753571435461472,0,0.04999999989499046,0.3753571435461472,0,0,1,0,0,0,0.04999999989499046,0.3753571435461472,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
541.8,0.04999999989499046,0.3721428578318616,0,-0.003571428571428572,0,89.79999987548536,5,0,0,0,541.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3721428578318616,0,0.04999999989499046,0.3721428578318616,0,0,1,0,0,0,0.04999999989499046,0.3721428578318616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
542.7,0.04999999989499046,0.3689285721175756,0,-0.003571428571428572,0,90.69999987548545,5,0,0,0,542.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3689285721175756,0,0.04999999989499046,0.3689285721175756,0,0,1,0,0,0,0.04999999989499046,0.3689285721175756,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
543.6,0.04999999989499046,0.3657142864032899,0,-0.003571428571428572,0,91.59999987548542,5,0,0,0,543.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3657142864032899,0,0.04999999989499046,0.3657142864032899,0,0,1,0,0,0,0.04999999989499046,0.3657142864032899,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
544.5,0.04999999989499046,0.3625000006890043,0,-0.003571428571428572,0,92.4999998754854,5,0,0,0,544.5,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3625000006890043,0,0.04999999989499046,0.3625000006890043,0,0,1,0,0,0,0.04999999989499046,0.3625000006890043,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
545.4,0.04999999989499046,0.3592857149747186,0,-0.003571428571428572,0,93.39999987548538,5,0,0,0,545.4,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3592857149747186,0,0.04999999989499046,0.3592857149747186,0,0,1,0,0,0,0.04999999989499046,0.3592857149747186,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
546.3,0.04999999989499046,0.3560714292604331,0,-0.003571428571428572,0,94.29999987548536,5,0,0,0,546.3,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3560714292604331,0,0.04999999989499046,0.3560714292604331,0,0,1,0,0,0,0.04999999989499046,0.3560714292604331,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
547.2,0.04999999989499046,0.352857143546147,0,-0.003571428571428572,0,95.19999987548545,5,0,0,0,547.2,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.352857143546147,0,0.04999999989499046,0.352857143546147,0,0,1,0,0,0,0.04999999989499046,0.352857143546147,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
548.1,0.04999999989499046,0.3496428578318613,0,-0.003571428571428572,0,96.09999987548542,5,0,0,0,548.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3496428578318613,0,0.04999999989499046,0.3496428578318613,0,0,1,0,0,0,0.04999999989499046,0.3496428578318613,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
549,0.04999999989499046,0.3464285721175757,0,-0.003571428571428572,0,96.9999998754854,5,0,0,0,549,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3464285721175757,0,0.04999999989499046,0.3464285721175757,0,0,1,0,0,0,0.04999999989499046,0.3464285721175757,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
549.9,0.04999999989499046,0.3432142864032901,0,-0.003571428571428572,0,97.89999987548538,5,0,0,0,549.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3432142864032901,0,0.04999999989499046,0.3432142864032901,0,0,1,0,0,0,0.04999999989499046,0.3432142864032901,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
550.8,0.04999999989499046,0.3400000006890044,0,-0.003571428571428572,0,98.79999987548536,5,0,0,0,550.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3400000006890044,0,0.04999999989499046,0.3400000006890044,0,0,1,0,0,0,0.04999999989499046,0.3400000006890044,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
551.7,0.04999999989499046,0.3367857149747184,0,-0.003571428571428572,0,99.69999987548545,5,0,0,0,551.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3367857149747184,0,0.04999999989499046,0.3367857149747184,0,0,1,0,0,0,0.04999999989499046,0.3367857149747184,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
552.6,0.04999999989499046,0.3335714292604328,0,-0.003571428571428572,0,100.5999998754854,5,0,0,0,552.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3335714292604328,0,0.04999999989499046,0.3335714292604328,0,0,1,0,0,0,0.04999999989499046,0.3335714292604328,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
553.5,0.04999999989499046,0.3303571435461471,0,-0.003571428571428572,0,101.4999998754854,5,0,0,0,553.5,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3303571435461471,0,0.04999999989499046,0.3303571435461471,0,0,1,0,0,0,0.04999999989499046,0.3303571435461471,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
554.4,0.04999999989499046,0.3271428578318615,0,-0.003571428571428572,0,102.3999998754854,5,0,0,0,554.4,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3271428578318615,0,0.04999999989499046,0.3271428578318615,0,0,1,0,0,0,0.04999999989499046,0.3271428578318615,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
555.3,0.04999999989499046,0.3239285721175759,0,-0.003571428571428572,0,103.2999998754854,5,0,0,0,555.3,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3239285721175759,0,0.04999999989499046,0.3239285721175759,0,0,1,0,0,0,0.04999999989499046,0.3239285721175759,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
556.2,0.04999999989499046,0.3207142864032898,0,-0.003571428571428572,0,104.1999998754854,5,0,0,0,556.2,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3207142864032898,0,0.04999999989499046,0.3207142864032898,0,0,1,0,0,0,0.04999999989499046,0.3207142864032898,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
557.1,0.04999999989499046,0.3175000006890042,0,-0.003571428571428572,0,105.0999998754854,5,0,0,0,557.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3175000006890042,0,0.04999999989499046,0.3175000006890042,0,0,1,0,0,0,0.04999999989499046,0.3175000006890042,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
558,0.04999999989499046,0.3142857149747186,0,-0.003571428571428572,0,105.9999998754854,5,0,0,0,558,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3142857149747186,0,0.04999999989499046,0.3142857149747186,0,0,1,0,0,0,0.04999999989499046,0.3142857149747186,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
558.9,0.04999999989499046,0.311071429260433,0,-0.003571428571428572,0,106.8999998754854,5,0,0,0,558.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.311071429260433,0,0.04999999989499046,0.311071429260433,0,0,1,0,0,0,0.04999999989499046,0.311071429260433,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
559.8,0.04999999989499046,0.3078571435461473,0,-0.003571428571428572,0,107.7999998754854,5,0,0,0,559.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3078571435461473,0,0.04999999989499046,0.3078571435461473,0,0,1,0,0,0,0.04999999989499046,0.3078571435461473,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
560.7,0.04999999989499046,0.3046428578318613,0,-0.003571428571428572,0,108.6999998754854,5,0,0,0,560.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3046428578318613,0,0.04999999989499046,0.3046428578318613,0,0,1,0,0,0,0.04999999989499046,0.3046428578318613,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
561.6,0.04999999989499046,0.3014285721175757,0,-0.003571428571428572,0,109.5999998754854,5,0,0,0,561.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.3014285721175757,0,0.04999999989499046,0.3014285721175757,0,0,1,0,0,0,0.04999999989499046,0.3014285721175757,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
562.5,0.04999999989499046,0.29821428640329,0,-0.003571428571428572,0,110.4999998754854,5,0,0,0,562.5,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.29821428640329,0,0.04999999989499046,0.29821428640329,0,0,1,0,0,0,0.04999999989499046,0.29821428640329,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
563.4,0.04999999989499046,0.2950000006890044,0,-0.003571428571428572,0,111.3999998754854,5,0,0,0,563.4,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2950000006890044,0,0.04999999989499046,0.2950000006890044,0,0,1,0,0,0,0.04999999989499046,0.2950000006890044,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
564.3,0.04999999989499046,0.2917857149747187,0,-0.003571428571428572,0,112.2999998754854,5,0,0,0,564.3,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2917857149747187,0,0.04999999989499046,0.2917857149747187,0,0,1,0,0,0,0.04999999989499046,0.2917857149747187,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
565.2,0.04999999989499046,0.2885714292604327,0,-0.003571428571428572,0,113.1999998754854,5,0,0,0,565.2,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2885714292604327,0,0.04999999989499046,0.2885714292604327,0,0,1,0,0,0,0.04999999989499046,0.2885714292604327,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
566.1,0.04999999989499046,0.2853571435461471,0,-0.003571428571428572,0,114.0999998754854,5,0,0,0,566.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2853571435461471,0,0.04999999989499046,0.2853571435461471,0,0,1,0,0,0,0.04999999989499046,0.2853571435461471,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
567,0.04999999989499046,0.2821428578318614,0,-0.003571428571428572,0,114.9999998754854,5,0,0,0,567,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2821428578318614,0,0.04999999989499046,0.2821428578318614,0,0,1,0,0,0,0.04999999989499046,0.2821428578318614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
567.9,0.04999999989499046,0.2789285721175758,0,-0.003571428571428572,0,115.8999998754854,5,0,0,0,567.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2789285721175758,0,0.04999999989499046,0.2789285721175758,0,0,1,0,0,0,0.04999999989499046,0.2789285721175758,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
568.8,0.04999999989499046,0.2757142864032902,0,-0.003571428571428572,0,116.7999998754854,5,0,0,0,568.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2757142864032902,0,0.04999999989499046,0.2757142864032902,0,0,1,0,0,0,0.04999999989499046,0.2757142864032902,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
569.7,0.04999999989499046,0.2725000006890042,0,-0.003571428571428572,0,117.6999998754854,5,0,0,0,569.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2725000006890042,0,0.04999999989499046,0.2725000006890042,0,0,1,0,0,0,0.04999999989499046,0.2725000006890042,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
570.6,0.04999999989499046,0.2692857149747185,0,-0.003571428571428572,0,118.5999998754854,5,0,0,0,570.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2692857149747185,0,0.04999999989499046,0.2692857149747185,0,0,1,0,0,0,0.04999999989499046,0.2692857149747185,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
571.5,0.04999999989499046,0.2660714292604328,0,-0.003571428571428572,0,119.4999998754854,5,0,0,0,571.5,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2660714292604328,0,0.04999999989499046,0.2660714292604328,0,0,1,0,0,0,0.04999999989499046,0.2660714292604328,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
572.4,0.04999999989499046,0.2628571435461473,0,-0.003571428571428572,0,120.3999998754854,5,0,0,0,572.4,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2628571435461473,0,0.04999999989499046,0.2628571435461473,0,0,1,0,0,0,0.04999999989499046,0.2628571435461473,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
573.3,0.04999999989499046,0.2596428578318616,0,-0.003571428571428572,0,121.2999998754854,5,0,0,0,573.3,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2596428578318616,0,0.04999999989499046,0.2596428578318616,0,0,1,0,0,0,0.04999999989499046,0.2596428578318616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
574.2,0.04999999989499046,0.2564285721175755,0,-0.003571428571428572,0,122.1999998754854,5,0,0,0,574.2,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2564285721175755,0,0.04999999989499046,0.2564285721175755,0,0,1,0,0,0,0.04999999989499046,0.2564285721175755,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
575.1,0.04999999989499046,0.2532142864032899,0,-0.003571428571428572,0,123.0999998754854,5,0,0,0,575.1,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2532142864032899,0,0.04999999989499046,0.2532142864032899,0,0,1,0,0,0,0.04999999989499046,0.2532142864032899,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
576,0.04999999989499046,0.2500000006890043,0,-0.003571428571428572,0,123.9999998754854,5,0,0,0,576,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2500000006890043,0,0.04999999989499046,0.2500000006890043,0,0,1,0,0,0,0.04999999989499046,0.2500000006890043,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
576.9,0.04999999989499046,0.2467857149747187,0,-0.003571428571428572,0,124.8999998754854,5,0,0,0,576.9,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2467857149747187,0,0.04999999989499046,0.2467857149747187,0,0,1,0,0,0,0.04999999989499046,0.2467857149747187,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
577.8,0.04999999989499046,0.243571429260433,0,-0.003571428571428572,0,125.7999998754854,5,0,0,0,577.8,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.243571429260433,0,0.04999999989499046,0.243571429260433,0,0,1,0,0,0,0.04999999989499046,0.243571429260433,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
578.7,0.04999999989499046,0.240357143546147,0,-0.003571428571428572,0,126.6999998754854,5,0,0,0,578.7,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.240357143546147,0,0.04999999989499046,0.240357143546147,0,0,1,0,0,0,0.04999999989499046,0.240357143546147,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
579.6,0.04999999989499046,0.2371428578318613,0,-0.003571428571428572,0,127.5999998754854,5,0,0,0,579.6,0,0,1,0,0,1,0,0,452.0000001245146,6,4,0,0,0,0,0,0,0,0,1,5,0.04999999989499046,0.2371428578318613,0,0.04999999989499046,0.2371428578318613,0,0,1,0,0,0,0.04999999989499046,0.2371428578318613,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
