"time","fanRotor.fan_speed_rad_s","der(fanRotor.fan_speed_rad_s)","aerodynamicLoad.T_aero_Nm","bearingFriction.T_friction_Nm","fanRotor.domega_dt","motor_on_cmd","motor_torque_Nm","torque_balance_residual_Nm","motorCommand.motor_on_cmd","aerodynamicLoad.omega_rad_s","bearingFriction.omega_rad_s","fanRotor.T_aero_Nm","fanRotor.T_friction_Nm","fanRotor.motor_torque_Nm","fan_speed_rad_s","motorCommand.motor_torque_Nm"
18.6,24.99999892492423,1.612613623191983e-06,0.2499999784984852,0.2499999892492424,1.612613623191983e-06,1,0.5,3.225227246383966e-08,1,24.99999892492423,24.99999892492423,0.2499999784984852,0.2499999892492424,0.5,24.99999892492423,0.5
18.66,24.99999894101907,1.588471380820078e-06,0.2499999788203817,0.2499999894101907,1.588471380820078e-06,1,0.5,3.176942761640156e-08,1,24.99999894101907,24.99999894101907,0.2499999788203817,0.2499999894101907,0.5,24.99999894101907,0.5
18.72,24.9999989571139,1.564329135672615e-06,0.2499999791422783,0.2499999895711389,1.564329135672615e-06,1,0.5,3.12865827134523e-08,1,24.9999989571139,24.9999989571139,0.2499999791422783,0.2499999895711389,0.5,24.9999989571139,0.5
18.78,24.99999897320873,1.540186890525153e-06,0.2499999794641749,0.2499999897320873,1.540186890525153e-06,1,0.5,3.080373781050305e-08,1,24.99999897320873,24.99999897320873,0.2499999794641749,0.2499999897320873,0.5,24.99999897320873,0.5
18.84,24.99999898930355,1.516044649541026e-06,0.2499999797860715,0.2499999898930355,1.516044649541026e-06,1,0.5,3.032089299082052e-08,1,24.99999898930355,24.99999898930355,0.2499999797860715,0.2499999898930355,0.5,24.99999898930355,0.5
18.9,24.99999900539838,1.491902404393564e-06,0.2499999801079681,0.2499999900539838,1.491902404393564e-06,1,0.5,2.983804808787127e-08,1,24.99999900539838,24.99999900539838,0.2499999801079681,0.2499999900539838,0.5,24.99999900539838,0.5
18.96,24.99999902149321,1.467760162021658e-06,0.2499999804298646,0.2499999902149321,1.467760162021658e-06,1,0.5,2.935520324043317e-08,1,24.99999902149321,24.99999902149321,0.2499999804298646,0.2499999902149321,0.5,24.99999902149321,0.5
19.02,24.99999903758804,1.443617915486417e-06,0.2499999807517612,0.2499999903758804,1.443617915486417e-06,1,0.5,2.887235830972834e-08,1,24.99999903758804,24.99999903758804,0.2499999807517612,0.2499999903758804,0.5,24.99999903758804,0.5
19.08,24.99999905368287,1.419475670338954e-06,0.2499999810736578,0.2499999905368288,1.419475670338954e-06,1,0.5,2.838951340677909e-08,1,24.99999905368287,24.99999905368287,0.2499999810736578,0.2499999905368288,0.5,24.99999905368287,0.5
19.14,24.9999990697777,1.395333427967049e-06,0.2499999813955544,0.249999990697777,1.395333427967049e-06,1,0.5,2.790666855934099e-08,1,24.9999990697777,24.9999990697777,0.2499999813955544,0.249999990697777,0.5,24.9999990697777,0.5
19.2,24.99999908587253,1.371191180044029e-06,0.249999981717451,0.2499999908587253,1.371191180044029e-06,1,0.5,2.742382360088058e-08,1,24.99999908587253,24.99999908587253,0.249999981717451,0.2499999908587253,0.5,24.99999908587253,0.5
19.26,24.99999910196737,1.347048937672124e-06,0.2499999820393476,0.2499999910196737,1.347048937672124e-06,1,0.5,2.694097875344248e-08,1,24.99999910196737,24.99999910196737,0.2499999820393476,0.2499999910196737,0.5,24.99999910196737,0.5
19.32,24.9999991180622,1.322906689749104e-06,0.2499999823612442,0.249999991180622,1.322906689749104e-06,1,0.5,2.645813379498207e-08,1,24.9999991180622,24.9999991180622,0.2499999823612442,0.249999991180622,0.5,24.9999991180622,0.5
19.38,24.99999913415702,1.298764448764977e-06,0.2499999826831408,0.2499999913415702,1.298764448764977e-06,1,0.5,2.597528897529955e-08,1,24.99999913415702,24.99999913415702,0.2499999826831408,0.2499999913415702,0.5,24.99999913415702,0.5
19.44,24.99999915025185,1.274622206393072e-06,0.2499999830050374,0.2499999915025185,1.274622206393072e-06,1,0.5,2.549244412786145e-08,1,24.99999915025185,24.99999915025185,0.2499999830050374,0.2499999915025185,0.5,24.99999915025185,0.5
19.5,24.99999916634668,1.250479958470052e-06,0.249999983326934,0.2499999916634668,1.250479958470052e-06,1,0.5,2.500959916940104e-08,1,24.99999916634668,24.99999916634668,0.249999983326934,0.2499999916634668,0.5,24.99999916634668,0.5
19.56,24.99999918244151,1.226337716098147e-06,0.2499999836488306,0.2499999918244152,1.226337716098147e-06,1,0.5,2.452675432196294e-08,1,24.99999918244151,24.99999918244151,0.2499999836488306,0.2499999918244152,0.5,24.99999918244151,0.5
19.62,24.99999919853634,1.202195470950684e-06,0.2499999839707271,0.2499999919853634,1.202195470950684e-06,1,0.5,2.404390941901369e-08,1,24.99999919853634,24.99999919853634,0.2499999839707271,0.2499999919853634,0.5,24.99999919853634,0.5
19.68,24.99999921463117,1.178053225803222e-06,0.2499999842926237,0.2499999921463117,1.178053225803222e-06,1,0.5,2.356106451606443e-08,1,24.99999921463117,24.99999921463117,0.2499999842926237,0.2499999921463117,0.5,24.99999921463117,0.5
19.74,24.999999230726,1.153910980655759e-06,0.2499999846145203,0.2499999923072601,1.153910980655759e-06,1,0.5,2.307821961311518e-08,1,24.999999230726,24.999999230726,0.2499999846145203,0.2499999923072601,0.5,24.999999230726,0.5
19.8,24.99999924682083,1.129768735508296e-06,0.2499999849364169,0.2499999924682084,1.129768735508296e-06,1,0.5,2.259537471016593e-08,1,24.99999924682083,24.99999924682083,0.2499999849364169,0.2499999924682084,0.5,24.99999924682083,0.5
19.86,24.99999926291567,1.105626493136391e-06,0.2499999852583135,0.2499999926291566,1.105626493136391e-06,1,0.5,2.211252986272783e-08,1,24.99999926291567,24.99999926291567,0.2499999852583135,0.2499999926291566,0.5,24.99999926291567,0.5
19.92,24.9999992790105,1.081484243825592e-06,0.2499999855802101,0.249999992790105,1.081484243825592e-06,1,0.5,2.162968487651185e-08,1,24.9999992790105,24.9999992790105,0.2499999855802101,0.249999992790105,0.5,24.9999992790105,0.5
19.98,24.99999929510532,1.057342004229245e-06,0.2499999859021067,0.2499999929510532,1.057342004229245e-06,1,0.5,2.114684008458489e-08,1,24.99999929510532,24.99999929510532,0.2499999859021067,0.2499999929510532,0.5,24.99999929510532,0.5
20.04,24.99999931120015,1.03319976185734e-06,0.2499999862240033,0.2499999931120015,1.03319976185734e-06,1,0.5,2.066399523714679e-08,1,24.99999931120015,24.99999931120015,0.2499999862240033,0.2499999931120015,0.5,24.99999931120015,0.5
20.1,24.99999932729498,1.009057513934319e-06,0.2499999865458999,0.2499999932729498,1.009057513934319e-06,1,0.5,2.018115027868639e-08,1,24.99999932729498,24.99999932729498,0.2499999865458999,0.2499999932729498,0.5,24.99999932729498,0.5
20.16,24.99999934338981,9.849152715624143e-07,0.2499999868677965,0.2499999934338981,9.849152715624143e-07,1,0.5,1.969830543124829e-08,1,24.99999934338981,24.99999934338981,0.2499999868677965,0.2499999934338981,0.5,24.99999934338981,0.5
20.22,24.99999935948464,9.607730236393941e-07,0.249999987189693,0.2499999935948465,9.607730236393941e-07,1,0.5,1.921546047278788e-08,1,24.99999935948464,24.99999935948464,0.249999987189693,0.2499999935948465,0.5,24.99999935948464,0.5
20.28,24.99999937557947,9.366307798797102e-07,0.2499999875115897,0.2499999937557947,9.366307798797102e-07,1,0.5,1.87326155975942e-08,1,24.99999937557947,24.99999937557947,0.2499999875115897,0.2499999937557947,0.5,24.99999937557947,0.5
20.34,24.9999993916743,9.124885347322476e-07,0.2499999878334863,0.249999993916743,9.124885347322476e-07,1,0.5,1.824977069464495e-08,1,24.9999993916743,24.9999993916743,0.2499999878334863,0.249999993916743,0.5,24.9999993916743,0.5
20.4,24.99999940776913,8.883462895847849e-07,0.2499999881553829,0.2499999940776914,8.883462895847849e-07,1,0.5,1.77669257916957e-08,1,24.99999940776913,24.99999940776913,0.2499999881553829,0.2499999940776914,0.5,24.99999940776913,0.5
20.46,24.99999942386397,8.642040444373222e-07,0.2499999884772794,0.2499999942386397,8.642040444373222e-07,1,0.5,1.728408088874644e-08,1,24.99999942386397,24.99999942386397,0.2499999884772794,0.2499999942386397,0.5,24.99999942386397,0.5
20.52,24.99999943995879,8.400618048409747e-07,0.249999988799176,0.2499999943995879,8.400618048409747e-07,1,0.5,1.680123609681949e-08,1,24.99999943995879,24.99999943995879,0.249999988799176,0.2499999943995879,0.5,24.99999943995879,0.5
20.58,24.99999945605362,8.159195583057333e-07,0.2499999891210726,0.2499999945605362,8.159195583057333e-07,1,0.5,1.631839116611467e-08,1,24.99999945605362,24.99999945605362,0.2499999891210726,0.2499999945605362,0.5,24.99999945605362,0.5
20.64,24.99999947214845,7.917773131582706e-07,0.2499999894429692,0.2499999947214845,7.917773131582706e-07,1,0.5,1.583554626316541e-08,1,24.99999947214845,24.99999947214845,0.2499999894429692,0.2499999947214845,0.5,24.99999947214845,0.5
20.7,24.99999948824328,7.676350680108079e-07,0.2499999897648658,0.2499999948824328,7.676350680108079e-07,1,0.5,1.535270136021616e-08,1,24.99999948824328,24.99999948824328,0.2499999897648658,0.2499999948824328,0.5,24.99999948824328,0.5
20.76,24.99999950433811,7.434928256389028e-07,0.2499999900867624,0.2499999950433811,7.434928256389028e-07,1,0.5,1.486985651277806e-08,1,24.99999950433811,24.99999950433811,0.2499999900867624,0.2499999950433811,0.5,24.99999950433811,0.5
20.82,24.99999952043294,7.193505777158826e-07,0.249999990408659,0.2499999952043294,7.193505777158826e-07,1,0.5,1.438701155431765e-08,1,24.99999952043294,24.99999952043294,0.249999990408659,0.2499999952043294,0.5,24.99999952043294,0.5
20.88,24.99999953652777,6.952083353439775e-07,0.2499999907305556,0.2499999953652778,6.952083353439775e-07,1,0.5,1.390416670687955e-08,1,24.99999953652777,24.99999953652777,0.2499999907305556,0.2499999953652778,0.5,24.99999953652777,0.5
20.94,24.9999995526226,6.710660901965149e-07,0.2499999910524522,0.249999995526226,6.710660901965149e-07,1,0.5,1.34213218039303e-08,1,24.9999995526226,24.9999995526226,0.2499999910524522,0.249999995526226,0.5,24.9999995526226,0.5
21,24.99999956871743,6.469238422734946e-07,0.2499999913743488,0.2499999956871743,6.469238422734946e-07,1,0.5,1.293847684546989e-08,1,24.99999956871743,24.99999956871743,0.2499999913743488,0.2499999956871743,0.5,24.99999956871743,0.5
21.06,24.99999958481226,6.227816040649259e-07,0.2499999916962453,0.2499999958481226,6.227816040649259e-07,1,0.5,1.245563208129852e-08,1,24.99999958481226,24.99999958481226,0.2499999916962453,0.2499999958481226,0.5,24.99999958481226,0.5
21.12,24.99999960090709,5.986393589174632e-07,0.2499999920181419,0.2499999960090709,5.986393589174632e-07,1,0.5,1.197278717834926e-08,1,24.99999960090709,24.99999960090709,0.2499999920181419,0.2499999960090709,0.5,24.99999960090709,0.5
21.18,24.99999961700192,5.744971137700006e-07,0.2499999923400385,0.2499999961700192,5.744971137700006e-07,1,0.5,1.148994227540001e-08,1,24.99999961700192,24.99999961700192,0.2499999923400385,0.2499999961700192,0.5,24.99999961700192,0.5
21.24,24.99999963309675,5.503548686225379e-07,0.2499999926619351,0.2499999963309675,5.503548686225379e-07,1,0.5,1.100709737245076e-08,1,24.99999963309675,24.99999963309675,0.2499999926619351,0.2499999963309675,0.5,24.99999963309675,0.5
21.3,24.99999964919158,5.262126206995177e-07,0.2499999929838317,0.2499999964919158,5.262126206995177e-07,1,0.5,1.052425241399035e-08,1,24.99999964919158,24.99999964919158,0.2499999929838317,0.2499999964919158,0.5,24.99999964919158,0.5
21.36,24.99999966528641,5.020703783276126e-07,0.2499999933057283,0.2499999966528641,5.020703783276126e-07,1,0.5,1.004140756655225e-08,1,24.99999966528641,24.99999966528641,0.2499999933057283,0.2499999966528641,0.5,24.99999966528641,0.5
21.42,24.99999968138124,4.779281304045924e-07,0.2499999936276249,0.2499999968138124,4.779281304045924e-07,1,0.5,9.558562608091847e-09,1,24.99999968138124,24.99999968138124,0.2499999936276249,0.2499999968138124,0.5,24.99999968138124,0.5
21.48,24.99999969747607,4.537858880326873e-07,0.2499999939495215,0.2499999969747607,4.537858880326873e-07,1,0.5,9.075717760653745e-09,1,24.99999969747607,24.99999969747607,0.2499999939495215,0.2499999969747607,0.5,24.99999969747607,0.5
21.54,24.9999997135709,4.29643640109667e-07,0.2499999942714181,0.2499999971357091,4.29643640109667e-07,1,0.5,8.592872802193341e-09,1,24.9999997135709,24.9999997135709,0.2499999942714181,0.2499999971357091,0.5,24.9999997135709,0.5
21.6,24.99999972966573,4.055013977377619e-07,0.2499999945933147,0.2499999972966574,4.055013977377619e-07,1,0.5,8.110027954755239e-09,1,24.99999972966573,24.99999972966573,0.2499999945933147,0.2499999972966574,0.5,24.99999972966573,0.5
21.66,24.99999974576056,3.813591567536356e-07,0.2499999949152113,0.2499999974576056,3.813591567536356e-07,1,0.5,7.627183135072713e-09,1,24.99999974576056,24.99999974576056,0.2499999949152113,0.2499999974576056,0.5,24.99999974576056,0.5
21.72,24.99999976185539,3.572169088306154e-07,0.2499999952371079,0.2499999976185539,3.572169088306154e-07,1,0.5,7.144338176612308e-09,1,24.99999976185539,24.99999976185539,0.2499999952371079,0.2499999976185539,0.5,24.99999976185539,0.5
21.78,24.99999977795022,3.330746664587103e-07,0.2499999955590045,0.2499999977795022,3.330746664587103e-07,1,0.5,6.661493329174206e-09,1,24.99999977795022,24.99999977795022,0.2499999955590045,0.2499999977795022,0.5,24.99999977795022,0.5
21.84,24.99999979404505,3.089324185356901e-07,0.2499999958809011,0.2499999979404505,3.089324185356901e-07,1,0.5,6.178648370713802e-09,1,24.99999979404505,24.99999979404505,0.2499999958809011,0.2499999979404505,0.5,24.99999979404505,0.5
21.9,24.99999981013988,2.847901733882274e-07,0.2499999962027977,0.2499999981013988,2.847901733882274e-07,1,0.5,5.695803467764549e-09,1,24.99999981013988,24.99999981013988,0.2499999962027977,0.2499999981013988,0.5,24.99999981013988,0.5
21.96,24.9999998216197,2.6757044496728e-07,0.2499999964323941,0.249999998216197,2.6757044496728e-07,1,0.5,5.3514088993456e-09,1,24.9999998216197,24.9999998216197,0.2499999964323941,0.249999998216197,0.5,24.9999998216197,0.5
22.02,24.99999982305298,2.654205327745629e-07,0.2499999964610596,0.2499999982305298,2.654205327745629e-07,1,0.5,5.308410655491258e-09,1,24.99999982305298,24.99999982305298,0.2499999964610596,0.2499999982305298,0.5,24.99999982305298,0.5
22.08,24.99999982448625,2.63270619194067e-07,0.2499999964897251,0.2499999982448625,2.63270619194067e-07,1,0.5,5.26541238388134e-09,1,24.99999982448625,24.99999982448625,0.2499999964897251,0.2499999982448625,0.5,24.99999982448625,0.5
22.14,24.99999982591953,2.611207042257924e-07,0.2499999965183906,0.2499999982591953,2.611207042257924e-07,1,0.5,5.222414084515847e-09,1,24.99999982591953,24.99999982591953,0.2499999965183906,0.2499999982591953,0.5,24.99999982591953,0.5
22.2,24.99999982735281,2.589707920330753e-07,0.2499999965470561,0.2499999982735281,2.589707920330753e-07,1,0.5,5.179415840661505e-09,1,24.99999982735281,24.99999982735281,0.2499999965470561,0.2499999982735281,0.5,24.99999982735281,0.5
22.26,24.99999982878608,2.568208715136855e-07,0.2499999965757217,0.2499999982878608,2.568208715136855e-07,1,0.5,5.13641743027371e-09,1,24.99999982878608,24.99999982878608,0.2499999965757217,0.2499999982878608,0.5,24.99999982878608,0.5
22.32,24.99999983021936,2.546709593209684e-07,0.2499999966043872,0.2499999983021936,2.546709593209684e-07,1,0.5,5.093419186419368e-09,1,24.99999983021936,24.99999983021936,0.2499999966043872,0.2499999983021936,0.5,24.99999983021936,0.5
22.38,24.99999983165263,2.525210485160301e-07,0.2499999966330527,0.2499999983165263,2.525210485160301e-07,1,0.5,5.050420970320602e-09,1,24.99999983165263,24.99999983165263,0.2499999966330527,0.2499999983165263,0.5,24.99999983165263,0.5
22.44,24.99999983308591,2.503711307721979e-07,0.2499999966617183,0.2499999983308591,2.503711307721979e-07,1,0.5,5.007422615443957e-09,1,24.99999983308591,24.99999983308591,0.2499999966617183,0.2499999983308591,0.5,24.99999983308591,0.5
22.5,24.99999983451919,2.482212185794808e-07,0.2499999966903838,0.2499999983451919,2.482212185794808e-07,1,0.5,4.964424371589615e-09,1,24.99999983451919,24.99999983451919,0.2499999966903838,0.2499999983451919,0.5,24.99999983451919,0.5
22.56,24.99999983595247,2.460713008356485e-07,0.2499999967190493,0.2499999983595247,2.460713008356485e-07,1,0.5,4.921426016712971e-09,1,24.99999983595247,24.99999983595247,0.2499999967190493,0.2499999983595247,0.5,24.99999983595247,0.5
22.62,24.99999983738574,2.439213872551527e-07,0.2499999967477148,0.2499999983738574,2.439213872551527e-07,1,0.5,4.878427745103053e-09,1,24.99999983738574,24.99999983738574,0.2499999967477148,0.2499999983738574,0.5,24.99999983738574,0.5
22.68,24.99999983881902,2.417714695113204e-07,0.2499999967763804,0.2499999983881902,2.417714695113204e-07,1,0.5,4.835429390226409e-09,1,24.99999983881902,24.99999983881902,0.2499999967763804,0.2499999983881902,0.5,24.99999983881902,0.5
22.74,24.99999984025229,2.396215573186034e-07,0.2499999968050459,0.2499999984025229,2.396215573186034e-07,1,0.5,4.792431146372067e-09,1,24.99999984025229,24.99999984025229,0.2499999968050459,0.2499999984025229,0.5,24.99999984025229,0.5
22.8,24.99999984168557,2.374716437381075e-07,0.2499999968337114,0.2499999984168557,2.374716437381075e-07,1,0.5,4.749432874762149e-09,1,24.99999984168557,24.99999984168557,0.2499999968337114,0.2499999984168557,0.5,24.99999984168557,0.5
22.86,24.99999984311885,2.353217287698328e-07,0.2499999968623769,0.2499999984311885,2.353217287698328e-07,1,0.5,4.706434575396656e-09,1,24.99999984311885,24.99999984311885,0.2499999968623769,0.2499999984311885,0.5,24.99999984311885,0.5
22.92,24.99999984455212,2.331718165771157e-07,0.2499999968910424,0.2499999984455212,2.331718165771157e-07,1,0.5,4.663436331542314e-09,1,24.99999984455212,24.99999984455212,0.2499999968910424,0.2499999984455212,0.5,24.99999984455212,0.5
22.98,24.9999998459854,2.310218988332835e-07,0.249999996919708,0.249999998459854,2.310218988332835e-07,1,0.5,4.62043797666567e-09,1,24.9999998459854,24.9999998459854,0.249999996919708,0.249999998459854,0.5,24.9999998459854,0.5
23.04,24.99999984741867,2.288719866405664e-07,0.2499999969483735,0.2499999984741867,2.288719866405664e-07,1,0.5,4.577439732811328e-09,1,24.99999984741867,24.99999984741867,0.2499999969483735,0.2499999984741867,0.5,24.99999984741867,0.5
